recipe_name;recipe_url;recipe_image;ingredients;raw_ingredients;instructions
Authentic Chicken Enchiladas;http://www.foodista.com/recipe/BXBVZXM8/authentic-chicken-enchiladas;https://spoonacular.com/recipeImages/Authentic-Chicken-Enchiladas-633072.jpg;4 chicken breasts,1/2 teaspoon Chili Powder,45 small Corn Tortillas,1/4 teaspoon Cumin,1 can Enchilada sauce,1 teaspoon Garlic Powder,1 can diced green chilis,1/2 pickled jalapeno (we used about 5 slices of jalapenos (pickled) in a jar),3 tablespoons olive oil,1 onion, diced,salt and pepper,1 cup Mexican Cheese blend (plus more for topping);chicken breasts,chili powder,corn tortillas,cumin,enchilada sauce,garlic powder,green chilis,jalapeno,olive oil,onion,salt and pepper,shredded mexican cheese blend;<ol><li>Season your thawed chicken breasts with salt and pepper. Add a little bit of olive oil to your frying pan, add chicken, and cook through. Remove chicken from pan, then add diced onions to the pan. Turn heat to medium and let onions saute through. (You may need to add a little bit more oil to the pan.)</li><li>Meanwhile, chop up your chicken (or shred) very finely. When the onions are soft and translucent, add chicken back to the pan. Season your onions and chicken with garlic, cumin, and chili powder. Finely chop up your jalapeno and add that and your green chilis to your chicken mixture. Stir in your cheese. Now you are ready to assemble.</li><li>Heat up your olive oil in a small frying pan. Add your corn tortilla for about 20 seconds, flipping if the oil doesn\'t reach the top side. Doing this softens your tortilla so it won\'t break as you roll it. Do this with all your tortillas and drain on paper towels.</li><li>Take 2 cookie sheets and spray with cooking spray. Lay out a tortilla and add about 2 TBSP of chicken mixture to the middle of your tortilla. Roll up. Fill the remaining tortillas in the same way and line them up next to each other on your cookie sheet, so they are very close to each other, but not touching. This should make two rows on each of your cookie sheets.</li><li>If two pans are too much for your family, then at this point, take one pan and put it in your freezer. Once the enchiladas are frozen, remove them from the pan and stack them in a double lined ziploc freezer bag. When you want to make them, simply line them up again on a greased cookie sheet, let thaw for about an hour on the counter, then bake as instructed.)</li><li>Now, bake your enchiladas in the oven, at 400 degrees, for about 20 minutes. They should be lightly browned. Remove them from the oven and spoon over about 2TBSP of your enchilada sauce over the top of each enchilada. Then sprinkle the tops with cheese. Put the enchiladas back in the oven for about 7 minutes. After that, it\'s time to eat!</li></ol>
Chili Pie with Green Chile and Cheddar Cornbread Crust;http://www.foodista.com/recipe/R526VXXY/chili-pie-w-green-chile-cheddar-cornbread-crust;https://spoonacular.com/recipeImages/chili-pie-with-green-chile-and-cheddar-cornbread-crust-638568.jpg;1 tablespoon Baking Powder,3 tablespoons Butter, melted,14 ounces can Cannelini Beans, drained & rinsed,14 ounces can Diced Tomatoes,1 tablespoon Chile Powder, plus more for sprinkling over top,Pinch of Cinnamon,1 cup Cornmeal,1/2 teaspoon Cumin,2 Eggs,3 cups (12 ounces) Extra Sharp Cheddar Cheese, shredded,1 cup all-purpose Flour,1 cup Corn, frozen or canned (drained),5 cloves Garlic, minced,4 ounces can Green Chiles, diced,1 pound +  � Ground Beef or Ground Turkey,Sea or Kosher salt and Fresh Black Pepper,1 cup Milk,Pinch of Nutmeg,Olive oil for sauteing,1 teaspoon Oregano,Red Pepper, optional,1/2 teaspoon Paprika, smoked or regular,1/2 cup Sour Cream, plus more for serving,1/2 teaspoon Table Salt or 1 teaspoon Sea/Kosher Salt,1/2 cup water,2 teaspoons Worcestershire Sauce,2 large yellow onions, diced;baking powder,butter,canned cannelini beans,canned diced tomatoes,chile powder,cinnamon,cornmeal,cumin,eggs,extra sharp cheddar cheese,flour,frozen corn,garlic,green chiles,ground turkey,kosher salt,milk,nutmeg,olive oil,oregano,red pepper,smoked paprika,sour cream,table salt,water,worcestershire sauce,yellow onions;<ol><li>In a large skillet saute onion in oil until soft and translucent, seasoning with salt and pepper. Add garlic and saute until fragrant. Remove 2/3 of the mixture from pan and set aside. Add green chiles with their juices and saute for 2-3 minutes. Remove and set aside in a separate bowl.</li><li>In the same skillet brown ground beef, crumbling it as it cooks. When cooked through carefully drain grease. Add the onion mixture, Chile powder, Worcestershire, oregano, paprika, cinnamon, nutmeg, red pepper and water. Mix thoroughly and continue cooking over medium-low heat as you add the tomatoes with juices, the beans and corn. Mix well and cook for 3-4 minutes.</li><li>Preheat oven to 400 degrees and grease a 9x13 inch casserole dish. Pour the meat mixture in and spread evenly over bottom. Sprinkle two cups of the cheese over top.</li><li>In a large bowl combine the flour, cornmeal, baking powder and salt.</li><li>In a separate medium bowl whisk the eggs, milk, butter and sour cream. Add this mixture to the dry mix and stir together.</li><li>Add the onion/green chile mixture and the remaining cup of cheese. Stir in. Pour over top of the meat mixture. Spread evenly. Sprinkle Chile powder over top.</li><li>Bake 25-30 minutes or until a toothpick comes clean from center of cornbread. Let set for 10 minutes before serving.</li></ol>
African Chicken Peanut Stew;http://www.afrolems.com/2014/03/18/african-chicken-peanut-stew-recipe/;https://spoonacular.com/recipeImages/african-chicken-peanut-stew-716268.jpg;Seasoning,Bell Peppers for garnishing,1.5 cups of Chopped Chicken,2.5 Cooking spoons of oil,1 teaspoon of Curry,2 garlic cloves,Small piece of Chopped ginger,1 cup of groundnut (Blended) or 1 Cooking spoon of peanut Butter,2 handfuls of Chopped onions,Pepper,Salt,1/2 small sweet potato (Chopped),Pinch of thyme,1 Chopped small tomato,1.5 Cooking spoons of Blended tomato;seasoning mix,bell peppers,chicken,cooking oil,curry paste,garlic cloves,ginger,groundnut,onions,pepper,salt,sweet potato,thyme,tomato,tomato;Season and Boil the Chicken for 10 minutes with salt, pepper, seasoning, a handful of onions.Once the �chicken is ready, in the same stock, Boil the �chopped sweet potatoes till its almost cooked. Save the stock in a separate Bowl and the �chicken and potatoes in a separate Bowl as well.In a pot, heat up one �cooking spoon of oil and fry the �chicken till it Browns. Take it out and heat up the other 1.5 �cooking spoons of oil and fry the onions, tomatoes Both chopped and Blended, ginger and garlic.Add your seasoning, curry, thyme, parsley, �salt and pepper to the pot.Pour in your stock, �chicken and potatoes to �cook further.Stir in your peanut Butter and allow to �cook for 10 minutes on low heat.If your sauce gets too thick, add a little water to it. Serve with white rice or more sweet potatoes.You could also garnish the dish with Bell peppers.
No-Bake Chocolate Peanut Butter Pie;http://www.foodista.com/recipe/J8CYVNCS/no-bake-chocolate-peanut-butter-pie;https://spoonacular.com/recipeImages/No-Bake-Chocolate-Peanut-Butter-Pie-653185.jpg;2 tablespoons non-dairy plain cream cheese (I use Daiya),1 cup plus 2 tablespoons creamy peanut butter (I used Earth Balance),1/4 cup dark chocolate chips (I used Enjoy Life brand),10 peanut butter cups, broken into pieces (I used Justin\'s Dark Chocolate Cups),1 1/4 cups powdered sugar, sifted,1/2 cup plus 3 tablespoons salted, roasted peanuts,5 tablespoons Earth Balance Soy Free Spread,3 tablespoons vanilla coconut yogurt (I used So Delicious brand),1 1/2 containers non-dairy whipped topping, thawed (I used So Delicious brand);cream cheese,creamy peanut butter,dark chocolate chips,peanut butter cups,powdered sugar,roasted peanuts,fat free soy flour,vanilla yogurt,whipped topping;<ol><li>CRUST:</li><li>Crush the cookies in a food processor until fine crumbs.</li><li>Transfer to a small bowl and add the earth balance.</li><li>Combine with a fork, or hands until fully blended and begins to take shape.</li><li>Press evenly into a 9 inch pie plate. My crust ended at about 1/2 inch before the rim.</li><li>Chill in the freezer while preparing the filling.</li><li>FILLING:</li><li>In a stand mixer set with a paddle attachment, or using a hand held mixer set on medium speed, beat peanut butter with the cream cheese.</li><li>After about a minute add the coconut yogurt.</li><li>Once combined, reduce to low speed and add sifted powdered sugar, increase back to medium speed and beat until smooth.</li><li>Turn off mixer, then add in 1/2 cup peanuts, and broken pieces of peanut butter cups and combine well.</li><li>Fold in thawed whipped topping until well blended.</li><li>Pour the filling into the chilled crust and spread evenly.</li><li>Sprinkle the 3 tablespoons of peanuts, dark chocolate chips, and the reserved cookie crumbs on top.</li><li>Chill for at least another 90 minutes before serving.</li><li>Slice with a sharp knife to pierce through all the peanut butter chunks in the pie.</li></ol>
Orange Zest Maple Date Bars;http://www.foodista.com/recipe/YFWBSYDM/orange-zest-maple-date-bars;https://spoonacular.com/recipeImages/Orange-Zest-Maple-Date-Bars-653977.jpg;1/4 teaspoon baking soda,40 grams Butter, (11/2oz),1 3/4 cups chopped pitted dates (about 15 large medjool dates),1 cup of all-purpose flour (4.5 ounces),2 tablespoons ground flax seed (optional),cup maple syrup,A few strips of orange peels or zest,1 cup rolled oats (instant rolled oats is fine),1/4 teaspoon salt,3/4 cup water,2/3 cup white sugar;baking soda,butter,dates,flour,ground flax seed,maple syrup,orange zest,rolled oats,salt,water,white sugar;<ol><li>Pit the dates and chop them up into little pieces. In a medium sauce pan, combine water, dates and maple syrup and bring to a boil, stirring often. Once at a boil, add the citrus peels and stir. Turn the heat down to medium and cook down until most of the water is gone. When it starts to look like jam, its done. Place sauce pan in a freezer to quickly cool down the mixture.</li><li>When date jam is cooled, preheat the oven to 400F and begin to prepare the rest of the recipe.</li><li>Combine flour, baking soda, salt and oats in a bowl and whisk together.</li><li>In another large mixing bowl, beat sugar and butter until creamy.</li><li>Add the dry ingredients to the butter and cream and mix with a spatula or large wooden spoon until completely mixed. The texture will look quite crumbly.</li><li>Coat  a 13x9-inch metal baking pan with cooking spray. Then begin layering your ingredients carefully.</li><li>A.Layer half of the crumb mixture and press down in the pan to make the bottom layer crust.</li><li>B.CAREFULLY spread your date jam on top of the crumb crust using a spatula sprayed with some oil.</li><li>C.Finally, sprinkle the remainder of the crumb mixture on top of the date jam.</li><li>Bake for about 20-30 minutes, until the top is golden.</li><li>Cool completely before cutting.</li></ol>
Hot Cross Buns;http://www.foodista.com/recipe/PSM4LCWB/hot-cross-buns;https://spoonacular.com/recipeImages/Hot-Cross-Buns-647442.jpg;1 teaspoon baking powder,1/2 teaspoon baking soda,1/2 teaspoon cinnamon,2 tablespoons flour,1/4 teaspoon nutmeg,1/2 cup raisins,1 teaspoon salt,4 tablespoons shortening,3/4 cup sour milk,1/4 cup sugar;baking powder,baking soda,cinnamon,flour,nutmeg,raisins,salt,shortening,sour milk,sugar;<ol><li>Sift flour once, measure, add baking soda, baking powder, salt, sugar and spices, and sift again. Cut in shortening. Add raisins. Add enough sour milk to make a stiff dough. </li><li> Turn onto floured board. Knead slightly. Roll 1/2 inch thick. Cut with 2 inch cutter. Place close together in shallow pan.</li><li>With sharp knife, cut a cross in each roll. Brush with a solution of milk and sugar.</li><li>Bake in hot 475 degrees for 20 minutes. Brush again with sugar and milk solution. </li><li>Fill cross with plain frosting. Serve hot. Makes 12 buns.</li></ol>
Apple-Cheesecake Tart with Salted Caramel Glaze;http://www.foodista.com/recipe/TQY43VQT/apple-cheesecake-tart-with-salted-caramel-glaze;https://spoonacular.com/recipeImages/Apple-Cheesecake-Tart-with-Salted-Caramel-Glaze-632625.jpg;1 teaspoon butter,2 tablespoons double cream,1 large egg, lightly beaten,1 cup flour,2 Granny Smith apples chopped,50g ground almonds,1/2 teaspoon ground cinnamon,juice of half a medium lemon,225g plain, full-fat cream cheese, softened,50g raw sugar,1 good pinch sea salt,1/2 cup sugar (feel free to use Splenda Baker\'s Mix... I do and it is just as delicious.,1/2 teaspoon vanilla extract;butter,double cream,egg,flour,granny smith apples,ground almonds,ground cinnamon,juice of lemon,low-fat cream cheese,raw sugar,sea salt,sugar,vanilla extract;<ol><li>Crust: Using a stand mixer or handheld electric whisk, cream the butter, sugar and vanilla together until lightened. By hand, gently mix in the flour and almonds. Press the resulting crumbs into a 25cm loose-bottomed tin (or several smaller ones if you have decided to make individual servings).</li><li>Custard: Using a stand mixer or handheld electric whisk, cream together the cream cheese and sugar. Add the egg and vanilla and mix to completely combine. Pour into the prepared (uncooked) crust.</li><li>Apples: Slice the apples as thinly as possible - a mandoline is good for this. Toss gently in the sugar, cinnamon and lemon. Leave to soften for 10 minutes or so. Arrange in a layer on top of the custard. Start by laying overlapping apple slices all the way round the edge. Next create the \'rose\' - arrange the slices in a spiral, standing the apple slices a little on their edge, until the centre hole is completely filled in. Save the smallest, thinnest pieces for the very centre as they will have to bend the most. Cover the tart with tin foil and bake in a preheated oven set at 190c for 30 minutes (this step helps soften the apples). Remove the foil and bake for 15-25 minutes longer, until the custard is puffed and the apple edges are lightly browned.</li><li>Glaze: When you take the tin foil off the apple tart, start making the glaze. Melt the sugar in a small saucepan over medium-high heat and cook until rich and golden. Add the butter and salt and stir to combine. Add the cream and continue to cook, stirring constantly, until the ingredients have formed a smooth, unified caramel. When the tart looks nearly ready, remove it from the oven and brush with the glaze. Return to the oven and cook for a further few minutes until the glaze is gently bubbling. Cool to room temperature.  Can be kept in the fridge for several days - store in the baking tin and wrap well.</li></ol>
Blueberry Almond Crescent Rolls;http://www.pinkwhen.com/blueberry-almond-crescent-rolls/;https://spoonacular.com/recipeImages/blueberry-almond-crescent-rolls-721059.jpg;1 teaspoon almond extract, divided,2 tablespoons blueberry jam or preserves,4 ounces cream cheese, softened to room temperature,1 can regular store-bought crescent rolls, separated into their wedges,1 egg, beaten with 1 teaspoon of water,1 tablespoon all-purpose flour,2 tablespoons milk,pinch of sea salt, �� cup + 2 tablespoons confectioner\'s sugar, divided,1 tablespoon turbinado sugar;almond extract,blueberry jam,cream cheese,crescent rolls,egg,flour,milk,sea salt,sugar,turbinado sugar;Preheat your oven to 375 degrees F and line a large baking sheet with parchment paper or a silicone baking mat. Set aside.In the bowl of your stand mixer, with paddle attachment fixed (or a handheld electric mixer may be used), combine the cream cheese, blueberry jam, 2 tablespoons of confectioner\'s sugar, flour, salt and  teaspoon of almond extract. Mix until smooth, about 30 seconds. Set aside.Lay your crescent roll wedges out on a large work surface. Take about a tablespoon of the cream cheese mixture and dollop it on the wide end of each crescent roll. Roll them up until the narrow end is sealed underneath. Transfer them to the prepared baking sheet and brush them with the egg wash. Sprinkle with turbinado sugar.Place the crescent rolls in the oven and bake for 13-15 minutes, or until puffed and golden. Remove from heat and transfer to a wire rack to cool.While the crescent rolls are cooling, prepare your glaze. In a medium bowl, combine the remaining  cup of confectioner\'s sugar, remaining  teaspoon of almond extract, and milk. Whisk until smooth. Adjust seasoning by adding a pinch of sea salt if you find that the glaze is too sweet. Drizzle the glaze on the slightly cooled crescent rolls and serve immediately. Enjoy!
Lemon and Strawberry Loaf;http://www.foodista.com/recipe/4QX66SGC/lemon-and-strawberry-loaf;https://spoonacular.com/recipeImages/Lemon-and-Strawberry-Loaf-649504.jpg;125g Butter, softened,30g (1/4 cup) Dessicated coconut,2 Large eggs,1 juice of 1 lemon,160g (1 1/4cup) Self raising flour,150g Fresh strawberries, cut into quarters,1 cup sugar,100ml (1/2 cup) Natural yoghurt;butter,coconut,eggs,juice of lemon,self raising flour,strawberries,sugar,yoghurt;<ol><li>Preheat the oven to 180C. Line a 23cm x 12cm loaf tin with baking paper.</li><li>Beat butter and sugar until pale and creamy. Add eggs, one at a time beating well after each addition. Then add lemon rind and juice.</li><li>Stir in flour, dessicated coconut, yoghurt and strawberries with a rubber spatula.</li><li>Pour mixture into loaf tin and smooth the top.</li><li>Bake for 50-60 minutes or until a skewer inserted in the centre comes out clean.</li><li>Cool in the tin for 10 minutes, then turn out onto a wire rack to cool completely.</li></ol>
Lemon and Strawberry Loaf;http://www.foodista.com/recipe/4QX66SGC/lemon-and-strawberry-loaf;https://spoonacular.com/recipeImages/Lemon-and-Strawberry-Loaf-649504.jpg;125g Butter, softened,30g (1/4 cup) Dessicated coconut,2 Large eggs,1 juice of 1 lemon,160g (1 1/4cup) Self raising flour,150g Fresh strawberries, cut into quarters,1 cup sugar,100ml (1/2 cup) Natural yoghurt;butter,coconut,eggs,juice of lemon,self raising flour,strawberries,sugar,yoghurt;<ol><li>Preheat the oven to 180C. Line a 23cm x 12cm loaf tin with baking paper.</li><li>Beat butter and sugar until pale and creamy. Add eggs, one at a time beating well after each addition. Then add lemon rind and juice.</li><li>Stir in flour, dessicated coconut, yoghurt and strawberries with a rubber spatula.</li><li>Pour mixture into loaf tin and smooth the top.</li><li>Bake for 50-60 minutes or until a skewer inserted in the centre comes out clean.</li><li>Cool in the tin for 10 minutes, then turn out onto a wire rack to cool completely.</li></ol>
Easy Chicken Cordon Bleu;http://www.foodista.com/recipe/PW5QGG6L/easy-chicken-cordon-bleu;https://spoonacular.com/recipeImages/Easy-Chicken-Cordon-Bleu-641896.jpg;8 smalls butter, cubed into pieces (optional),4 slices cheddar cheese, (and I sliced it into sticks),1 egg,1/4 cup all-purpose flour,4 pieces ham,Salt, pepper,4 pieces chicken breast, boneless and skinless,1/2 cup bread crumbs- add 1/8 tsp paprika and 1/8 tsp salt,1/8 teaspoon ground peppercorn;butter,cheddar cheese,egg,flour,ham,salt,skinless boneless chicken breast,TSP,ground peppercorn;<ol><li>Pre-heat oven into 180C.</li><li>Gently pound the chicken breast into 1/4 thickness using a meat mallet.</li><li>Season the chicken meat - sprinkle salt and ground pepper on both sides.</li><li>Place 1 ham and 2 cheese sticks on top of each breast (but I prefer putting on another 2 cheese sticks! i love cheese!) Roll up each breast an secure with a toothpick.</li><li>Dredge in flour. Then brush with beaten eggs. Then finally roll in bread crumbs mixture.</li><li>Brush the baking pan with olive oil, then place the chicken rolls.</li><li>Bake for about 20 minutes. Then layer each rolls with butter cubes. Let the butter melts on its top, the roll will absorb its flavor and will give a really nice smell.</li><li>Bake for another 15 minutes.</li><li>You may serve this your favorite sauce.</li></ol>
"My Secret"" Bolognese Sauce""";http://www.foodista.com/recipe/3V8MZXNN/my-secret-bolognese-sauce;https://spoonacular.com/recipeImages/My-Secret-Bolognese-Sauce-652819.jpg;1 cup of finely diced carrots,2 28 ounce cans fire roasted crushed tomatoes (You can use regular but try to use fire roasted if available),3 tablespoons chopped fresh basil,4 tablespoons chopped fresh oregano,3 tablespoons chopped fresh parsley,5 garlic cloves, minced,3 teaspoons granulated sugar,1 lb ground beef,1 lb ground pork,1 lb ground veal,2 tablespoons olive oil,1 cup red wine (I used DaVinci Chianti),salt and pepper to taste,1 lb sweet italian sausage, casing removed,2 28 ounce cans pureed tomatoes,2 medium Vidalia onions or other sweet onion, diced;carrots,fire roasted canned tomatoes,fresh basil,fresh oregano,fresh parsley,garlic cloves,granulated sugar,ground beef,ground pork,ground veal,olive oil,red wine,salt and pepper,italian sausage,tomatoes,vidalia onions;<ol><li>In a large, heavy dutch oven or stock pot, heat olive oil over med/high heat.  Add the ground veal being careful not to crowd the pot.  Cook over med/high heat until browned and remove with a slotted spoon to a large bowl.  Drain all but 2 tablespoons of the fat, add the beef to the pot and cook until browned.  Remove with slotted spoon and add to the bowl with the veal.  Drain all but 2 tablespoons of fat and repeat with the pork.  Drain all the fat and brown the sausage.  Remove the sausage with the spoon and add to the meat mixture.  Do not drain the fat.</li><li>Add the diced onions and carrots to the pot and cook until the onions are translucent and softened stirring occasionally.  Add the garlic and oregano, continue to cook for about 1-2 minutes.  Add the wine to the pot and scrape any brown bits left on the bottom, stir and let the wine cook down for approximately 2-3 minutes.</li><li>Add the meat mixture to the onions and stir to combine.  Add all four cans of tomatoes and stir thoroughly.  Stir in the parsley, basil, sugar, salt and pepper.  Turn the heat down to low and simmer for approximately 2-3 hours stirring occasionally.  Before serving, taste the sauce for seasoning.since this is a large recipe you may need to adjust the sugar, salt and pepper to suit your tastes.</li></ol>
Hot Pastrami Sandwich;http://www.foodista.com/recipe/N3Z5DB6D/hot-pastrami-sandwich;https://spoonacular.com/recipeImages/Hot-Pastrami-Sandwich-647490.jpg;mustard,1 1/2 pounds pastrami, sliced,8 slices rye bread, toasted;mustard,pastrami,rye bread;<ol><li>Steam pastrami in a colander or a perforated steamer basket set over boiling water in a large, covered pot until it is hot, about 5-10 minutes.</li><li>Spread half of the bread slices with a thick layer of mustard. Divide the pastrami slices among the mustard-covered bread slices and top with remaining bread.</li></ol>
Baked Honey Sriracha Chicken Wings;http://www.foodista.com/recipe/VK2D4Q2P/baked-honey-sriracha-chicken-wings;https://spoonacular.com/recipeImages/Baked-Honey-Sriracha-Chicken-Wings-633651.jpg;4 tablespoons brown sugar,40 oz chicken wings,1/2 cup Cilantro, Roughly Chopped,2 tbsp Garlic Powder,2 tbsp Ground Ginger,4 teaspoons honey,1/2 lime,1/4 cup Low Sodium Chicken Broth,2 tbsp Olive Oil,1 tbsp Onion Powder,Salt and Pepper,1/4 cup Sriracha;brown sugar,chicken wings,cilantro,garlic powder,ground ginger,honey,lime,low sodium chicken broth,olive oil,onion powder,salt and pepper,sriracha;<ol><li>Directions:</li><li>1. Preheat oven to 425 degrees Fahrenheit. Place chicken on baking sheets ( you will need 2). Add olive oil, salt and pepper to chicken. Toss chicken on baking sheet. Place in a single layer, making sure that no chicken touch. Cook for 10 minutes, then flip and cook for 10 more.</li><li>2. Preheat broiler.Take chicken out. Spoon about 1 TBSP of sauce over each wing. Place in oven and cook until turned slightly browned, about 5 minutes. Flip the chicken so that all have skin side up. Pour the rest of the sauce over chicken. Place back in broiler and cook till skin is crispy, about 10 minutes.</li><li>3. Once done, toss chicken with sauce created on pan. Serve and garnish with cilantro.</li><li>ENJOY!</li></ol>
BBQ Beef Brisket;http://www.foodista.com/recipe/T3NNZRNQ/bbq-beef-brisket;https://spoonacular.com/recipeImages/BBQ-Beef-Brisket-634486.jpg;1 1/2 cups smokey barbecue sauce,1 brisket, 5 lbs., first cut,3 tablespoons brown sugar,1/4 tsp cayenne pepper (use 1/2 tsp for more heat),1/2 tbsp cornstarch,1/2 tsp cumin,4 ounces garlic powder,2 tbs. oil for searing,4 ounces onion powder,Salt and pepper,1/2 tsp smoked paprika (optional);barbecue sauce,beef brisket,brown sugar,cayenne pepper,cornstarch,cumin,garlic powder,oil,onion powder,salt and pepper,smoked paprika;<ol><li>Trim any large, thick pieces of fat from the brisket (dont remove all of the fat because it keeps the meat moist during cooking and adds flavor)</li><li>Sprinkle brisket with salt and pepper.</li><li>Mix the onion powder, garlic powder, smoked paprika, cumin, and cayenne pepper together in a small bowl.</li><li>Dry rub both sides of the brisket with the seasoning mixture.</li><li>Heat oil in a pan over medium-high heat and sear the meat on both sides.</li><li>Remove from the heat and set aside.</li><li>Stir together the honey barbecue sauce and brown sugar.</li><li>Pour half of the sauce into the bottom of your slow cooker.</li><li>Place the brisket, fatty side up, into the slow cooker.</li><li>Cover the top o the brisket with the remaining sauce.</li><li>Cover the slow cooker and set heat to low for 9 hours, or until fork tender.</li><li>When the brisket is cooked, remove it carefully from the slow cooker and place it on a cutting board.</li><li>Pour the sauce from the slow cooker into a saucepan and let it cool.</li><li>Skim the fat that has risen to the top of the sauce in the large bowl.</li><li>It will appear lighter in color than the sauce, like droplets of oil on the surface. Skim as much fat as you can.</li><li>In a small bowl, stir together cornstarch and 1 tbs. of water till completely smooth.</li><li>Pour the cornstarch mixture into the bowl of sauce and stir to combine.</li><li>Reduce the sauce quickly in a saucepan on the stovetop by simmering it to 10 minutes.</li><li>Pour the sauce over the brisket and serve.</li><li>The leftovers make great BBQ sandwiches.</li><li>If you like crockpot food, be sure to check out some of my favorite recipes at www.mealdiva.com</li></ol>
Eggless Blueberry and White Chocolate Baked Cheesecake;http://www.foodista.com/recipe/2GX8Y2ZP/eggless-blueberry-and-white-chocolate-baked-cheesecake;https://spoonacular.com/recipeImages/Eggless-Blueberry-and-White-Chocolate-Baked-Cheesecake-642259.jpg;1 cup blueberries, dusted with a little plain flour,1/4 cup butter, melted,1 tbsp cornflour,500g cream cheese, at room temperature,2  � cups digestive biscuits, crushed,1 1/3 cups double cream,1  � cups granulated sugar,1/3 cup lemon juice,500g ricotta cheese,1  � tsps vanilla extract, � cup white chocolate, melted;blueberries,butter,cornflour,cream cheese,digestive biscuits,double cream,granulated sugar,lemon juice,ricotta cheese,vanilla extract,white chocolate;<ol><li>Method for the base:</li><li>Combine the crushed digestive biscuits with the melted butter and mix thoroughly.</li><li>Firmly press the mixture into a greased 10 inch springform tin.</li><li>Method for the filling:</li><li>Beat together all of the ingredients (excluding the blueberries) until it has thickened. Kurma suggests not to overmix this.</li><li>Pour  of the mixture on top of the crust and scatter on the blueberries. Pour the rest of the cheese mixture over the blueberries. This method protects the blueberries from burning in the oven and the flour they are dusted in will stop them from sinking to the bottom of the cheesecake during cooking.</li><li>Bake at 180 degrees Celsius for 1  hours until set (I left mine for 1 hour because my fan oven cooks things a little quicker).</li><li>Allow to cool and refrigerate for at least 8 hours.</li><li>Cut into (extra) large wedges and serve.</li></ol>
All Day Simple Slow-Cooker FALL OFF the BONE Ribs;http://www.foodista.com/recipe/WKSRCLNF/all-day-simple-slow-cooker-fall-off-the-bone-ribs;https://spoonacular.com/recipeImages/All-Day-Simple-Slow-Cooker-FALL-OFF-the-BONE-Ribs-632075.jpg;40 oz. Bottle of your favorite BBQ Sauce *I didn\'t need that much but it\'s what I had and didn\'t measure but it leaves extra for dipping., � Cup Broth (Beef or Chicken-either works fine, you could even use water),2 Large Slabs of Pork Ribs,1 teaspoon Salt, More If Needed;bbq sauce,broth,pork ribs,salt;<ol><li>Portion 2 slabs to allow them to fit in the slow-cooker easily.</li><li>Season each piece with salt, pepper and onion salt.</li><li>Cover bottom of Slow-cooker with BBQ sauce</li><li>Add broth. (I only do this so the BBQ sauce doesnt burn up and this step could possibly be skipped)</li><li>Place sectioned/portioned ribs into slow-cooker, brushing them with BBQ sauce as you set them in.</li><li>Layer them in so they all fit.</li><li>Cook on low for 8-10 hours or until they fall off the bone.</li><li>Remove from slow-cooker and transfer them to a foil lined baking sheet.</li><li>Brush each portion with BBQ sauce</li><li>Broil for 5 minutes or until the sauce starts to bubble and caramelize.</li><li>Remove from broiler let cool slightly</li><li>ENJOY!!!!!</li></ol>
Cherry Blueberry Muffins;http://foodandspice.blogspot.com/2009/07/cherry-blueberry-muffins.html;https://spoonacular.com/recipeImages/cherry-blueberry-muffins-716211.jpg;4 tablespoons of almond butter,1/2 cup of almond flour,2 teaspoons of baking powder,1/8 teaspoon of baking soda,1/2 cup of blueberries,1 cup of pitted cherries, roughly chopped,2 eggs,1 tablespoon of lemon juice,2 teaspoons of lemon zest,1/2 teaspoon of sea salt,1/4 cup of sugar,1 1/2 cups of unbleached white flour,2 teaspoons of vanilla,1 cup of yogurt (I used goat milk yogurt);almond butter,almond flour,baking powder,baking soda,blueberries,cherries,eggs,lemon juice,lemon zest,sea salt,sugar,unbleached flour,vanilla,yogurt;<p>Grease twelve regular sized muffin cups well with butter or oil.In a large bowl, combine the flours, baking powder, baking soda, sugar, lemon zest and salt. Make a well in the center of the ingredients and set aside.In another bowl, combine the yogurt with the lemon juice. Add the eggs, one at a time, whisking well after each addition. Now add the vanilla and almond butter and whisk until well combined. Pour this mixture into the dry ingredients and stir just to combine. Gently fold in the cherries and blueberries.Divide the batter evenly into the prepared muffin cups and bake in a preheat 350 degree oven for 20 - 25 minutes, or until a cake tester or toothpick comes out clean. Leave the muffins in the pan for 10 minutes and then transfer to a wire rack to cool.Yields 12 berry filled muffins.</p>
